Symbol,Name,InstrumentToken,ExchangeToken,InstrumentType,Segment,Exchange,IsActive
INSPIRISYS-BE,"INSPIRISYS SOLUTIONS",3515905,13734,EQ,NSE,NSE,True
GLOBALVECT,"GLOBAL VEC HELICORP",3516161,13735,EQ,NSE,NSE,True
SHYAMTEL-BE,"SHYAM TELECOM",3517697,13741,EQ,NSE,NSE,True
GTLINFRA,"GTL INFRA.LTD",3518721,13745,EQ,NSE,NSE,True
FLUOROCHEM,"GUJARAT FLUOROCHEM",3520001,13750,EQ,NSE,NSE,True
NAUKRI,"INFO EDGE (I)",3520257,13751,EQ,NSE,NSE,True
MANOMAY,"MANOMAY TEX INDIA",3520769,13753,EQ,NSE,NSE,True
SHIVAMAUTO-BE,"SHIVAM AUTO.LTD",3521793,13757,EQ,NSE,NSE,True
BBL,"BHARAT BIJLEE",3522817,13761,EQ,NSE,NSE,True
VGL,"VARVEE GLOBAL",3525377,13771,EQ,NSE,NSE,True
GESHIP,"THE GE SHPG.LTD",3526657,13776,EQ,NSE,NSE,True
TORNTPOWER,"TORRENT POWER",3529217,13786,EQ,NSE,NSE,True
BAIDFIN,"BAID FINSERV",3531265,13794,EQ,NSE,NSE,True
PARSVNATH-BE,"PARSVNATH DEVELOPER",3531521,13795,EQ,NSE,NSE,True
MANALIPETC,"MANALI PETROCHEMICALS LT",3531777,13796,EQ,NSE,NSE,True
SUTLEJTEX-BE,"SUTLEJ TEXT & INDUS",3533825,13804,EQ,NSE,NSE,True
GREENPANEL,"GREENPANEL INDUSTRIES",3535361,13810,EQ,NSE,NSE,True
FEL-BZ,"FUTURE ENTERPRISES",3535873,13812,EQ,NSE,NSE,True
KAMOPAINTS,"KAMDHENU VENTURES",3536385,13814,EQ,NSE,NSE,True
LTFOODS,"LT FOODS",3536897,13816,EQ,NSE,NSE,True
RUCHIRA,"RUCHIRA PAPERS",3538177,13821,EQ,NSE,NSE,True
SOBHA,"SOBHA",3539457,13826,EQ,NSE,NSE,True
DONEAR,"DONEAR IND.",3542785,13839,EQ,NSE,NSE,True
MMFL,"MM FORGINGS",3544065,13844,EQ,NSE,NSE,True
VENUSREM-BE,"VENUS REMEDIES",3547137,13856,EQ,NSE,NSE,True
AARTIPHARM,"AARTI PHARMALABS",3550209,13868,EQ,NSE,NSE,True
KUANTUM,"KUANTUM PAPERS",3550721,13870,EQ,NSE,NSE,True
JINDRILL,"JINDAL DRILLING IND.",3552001,13875,EQ,NSE,NSE,True
BANCOINDIA,"BANCO PRODUCTS (I)",3553281,13880,EQ,NSE,NSE,True
