Symbol,Name,InstrumentToken,ExchangeToken,InstrumentType,Segment,Exchange,IsActive
ELGIRUBCO,"ELGI RUBBER CO.",6380545,24924,EQ,NSE,NSE,True
GLOBALE-BE,"GLOBALE TESSILE",6383105,24934,EQ,NSE,NSE,True
MFML,"MAHALAXMI FABRIC MILLS LT",6383873,24937,EQ,NSE,NSE,True
MODEFENCE,"MOTILAL OSWAL NIFTY INDIA DEFENCE ETF",6385665,24944,EQ,NSE,NSE,True
MODEFINAV,"MOTILALAMC - MODEFINAV",6386433,24947,EQ,NSE,NSE,True
LTF,"L&T FINANCE",6386689,24948,EQ,NSE,NSE,True
ORIENTTECH,"ORIENT TECHNOLOGIES",6390017,24961,EQ,NSE,NSE,True
SURAJLTD,"SURAJ",6391297,24966,EQ,NSE,NSE,True
WINDMACHIN,"WINDSOR MACHINES",6392065,24969,EQ,NSE,NSE,True
IBULLSLTD-BE,"INDIABULLS",6400769,25003,EQ,NSE,NSE,True
BODALCHEM-BE,"BODAL CHEMICALS",6405377,25021,EQ,NSE,NSE,True
GAYAPROJ-BE,"GAYATRI PROJECTS",6406913,25027,EQ,NSE,NSE,True
PREMIERENE,"PREMIER ENERGIES",6412545,25049,EQ,NSE,NSE,True
ECOSMOBLTY-BE,"ECOS (INDIA) MOB & HOSP L",6415873,25062,EQ,NSE,NSE,True
RAYMONDLSL,"RAYMOND LIFESTYLE",6418689,25073,EQ,NSE,NSE,True
MULTICAP,"MIRAE ASSET NIFTY500 MULTICAP 50:25:25 ETF",6420481,25080,EQ,NSE,NSE,True
TREEHOUSE,"TREE HOUSE EDU",6420993,25082,EQ,NSE,NSE,True
MULCAPINAV,"MIRAEAMC - MULCAPINAV",6421505,25084,EQ,NSE,NSE,True
ASAHISONG,"ASAHI SONGWON COLOR",6422529,25088,EQ,NSE,NSE,True
STYLEBAAZA-BE,"BAAZAR STYLE RETAIL",6429697,25116,EQ,NSE,NSE,True
GALAPREC,"GALA PRECISION ENG",6434305,25134,EQ,NSE,NSE,True
BROOKS-BE,"BROOKS LAB",6435841,25140,EQ,NSE,NSE,True
RVTH,"REVATHI EQUIPMENT INDIA L",6440193,25157,EQ,NSE,NSE,True
EUREKAFORB,"EUREKA FORBES",6441473,25162,EQ,NSE,NSE,True
TOP10ADD,"DSP NIFTY TOP 10 EQUAL WEIGHT ETF",6443777,25171,EQ,NSE,NSE,True
TDPOWERSYS,"TD POWER SYSTEMS",6445569,25178,EQ,NSE,NSE,True
TOP10AINAV,"DSPAMC - TOP10AINAV",6445825,25179,EQ,NSE,NSE,True
BALAJEE,"SHREE TIRUPATI BALAJEE L",6451969,25203,EQ,NSE,NSE,True
SANOFICONR,"SANOFI CONS HEALTHC IND L",6456833,25222,EQ,NSE,NSE,True
XTGLOBAL,"XTGLOBAL INFOTECH",6460161,25235,EQ,NSE,NSE,True
KROSS,"KROSS",6464513,25252,EQ,NSE,NSE,True
EBANKNIFTY,"EDELWEISS NIFTY BANK ETF",6466049,25258,EQ,NSE,NSE,True
TOLINS,"TOLINS TYRES",6467073,25262,EQ,NSE,NSE,True
BAJAJHFL,"BAJAJ HOUSING FINANCE",6469121,25270,EQ,NSE,NSE,True
EBNKNFINAV,"EDELAMC - EBNKNFINAV",6477057,25301,EQ,NSE,NSE,True
PNGJL,"P N GADGIL JEWELLERS",6479873,25312,EQ,NSE,NSE,True
APLLTD,"ALEMBIC PHARMA",6483969,25328,EQ,NSE,NSE,True
VASWANI,"VASWANI IND",6487041,25340,EQ,NSE,NSE,True
PGEL,"PG ELECTROPLAST",6491649,25358,EQ,NSE,NSE,True
PANAMAPET,"PANAMA PETROCHEM",6500353,25392,EQ,NSE,NSE,True
ARKADE,"ARKADE DEVELOPERS",6501889,25398,EQ,NSE,NSE,True
WCIL,"WESTERN CARRIERS (IND) L",6503169,25403,EQ,NSE,NSE,True
NORTHARC,"NORTHERN ARC CAPITAL",6509057,25426,EQ,NSE,NSE,True
GROWWLIQID,"GROWW NIFTY 1D RATE LIQUID ETF",6514433,25447,EQ,NSE,NSE,True
PAISALO,"PAISALO DIGITAL",6519809,25468,EQ,NSE,NSE,True
GROLIQINAV,"GROWWAMC - GROLIQINAV",6520065,25469,EQ,NSE,NSE,True
TIJARIA,"TIJARIA POLYPIPES",6523393,25482,EQ,NSE,NSE,True
ONELIFECAP-BE,"ONELIFE CAP ADVISORS",6526977,25496,EQ,NSE,NSE,True
INDOUS,"INDO US BIOTECH",6528769,25503,EQ,NSE,NSE,True
FLEXITUFF-BE,"FLEXITUFF VENTURES INT L",6532097,25516,EQ,NSE,NSE,True
SHAKTIPUMP,"SHAKTI PUMPS (I)",6546945,25574,EQ,NSE,NSE,True
TRITURBINE,"TRIVENI TURBINE",6549505,25584,EQ,NSE,NSE,True
MANBA,"MANBA FINANCE",6552833,25597,EQ,NSE,NSE,True
MOMENTUM50,"MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF",6555137,25606,EQ,NSE,NSE,True
INDOTHAI,"INDO THAI SEC",6555649,25608,EQ,NSE,NSE,True
MOME50INAV,"MOTILALAMC - MOME50INAV",6558977,25621,EQ,NSE,NSE,True
UYFINCORP,"U. Y. FINCORP",6560257,25626,EQ,NSE,NSE,True
ESSARSHPNG,"ESSAR SHIPPING",6562305,25634,EQ,NSE,NSE,True
LICMFGOLD,"LIC MF GOLD ETF",6563841,25640,EQ,NSE,NSE,True
KRN-BE,"KRN HEAT EXCHANGE N REF L",6565121,25645,EQ,NSE,NSE,True
DIFFNKG,"DIFFUSION ENGINEERS",6572033,25672,EQ,NSE,NSE,True
JISLDVREQS,"JAIN DVR EQUITY SHARES",6575105,25684,EQ,NSE,NSE,True
DSSL,"DYNACONS SYS & SOLN",6576641,25690,EQ,NSE,NSE,True
POLYMED,"POLY MEDICURE",6583809,25718,EQ,NSE,NSE,True
RUPA,"RUPA & COMPANY",6585345,25724,EQ,NSE,NSE,True
BANKPSU,"MIRAE ASSET NIFTY PSU BANK ETF",6585601,25725,EQ,NSE,NSE,True
BNKPSUINAV,"MIRAEAMC - BNKPSUINAV",6587393,25732,EQ,NSE,NSE,True
SRD,"SHANKAR LAL RAMPAL",6588673,25737,EQ,NSE,NSE,True
METAL,"MIRAE ASSET NIFTY METAL ETF",6590465,25744,EQ,NSE,NSE,True
METALINAV,"MIRAEAMC - METALINAV",6591233,25747,EQ,NSE,NSE,True
VIKASECO,"VIKAS ECOTECH",6593537,25756,EQ,NSE,NSE,True
GROWWDEFNC,"GROWW NIFTY INDIA DEFENCE ETF",6594049,25758,EQ,NSE,NSE,True
APLAPOLLO,"APL APOLLO TUBES",6599681,25780,EQ,NSE,NSE,True
GRWWDFINAV,"GROWWAMC - GRWWDFINAV",6599937,25781,EQ,NSE,NSE,True
KANANIIND,"KANANI INDUSTRIES",6601217,25786,EQ,NSE,NSE,True
GARUDA,"GARUDA CONSTRUCT N ENG L",6604801,25800,EQ,NSE,NSE,True
LLOYDSENT,"LLOYDS ENTERPRISES",6606593,25807,EQ,NSE,NSE,True
VINCOFE,"VINTAGE COFFEE N BVRGS L",6613761,25835,EQ,NSE,NSE,True
HYUNDAI,"HYUNDAI MOTOR INDIA",6616065,25844,EQ,NSE,NSE,True
VAL30IETF,"ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF",6617857,25851,EQ,NSE,NSE,True
VAL30IINAV,"ICICIPRAMC - VAL30IINAV",6618625,25854,EQ,NSE,NSE,True
AFFORDABLE-BE,"AFFORD ROBO & AUTO",6619393,25857,EQ,NSE,NSE,True
GROWWGOLD,"GROWW GOLD ETF",6623233,25872,EQ,NSE,NSE,True
GROWWGINAV,"GROWWAMC - GROWWGINAV",6624001,25875,EQ,NSE,NSE,True
ANKITMETAL-BZ,"ANKIT MET & POW",6624769,25878,EQ,NSE,NSE,True
MEP-BZ,"MEP INFRA. DEVELOPERS",6625793,25882,EQ,NSE,NSE,True
DBEIL-BE,"DEEPAK BUILDERS & ENG I L",6628865,25894,EQ,NSE,NSE,True
MINDACORP,"MINDA CORPORATION",6629633,25897,EQ,NSE,NSE,True
WAAREEENER,"WAAREE ENERGIES",6632193,25907,EQ,NSE,NSE,True
OCCLLTD-BE,"OCCL",6635521,25920,EQ,NSE,NSE,True
GODAVARIB,"GODAVARI BIOREFINERIES L",6640897,25941,EQ,NSE,NSE,True
AFCONS,"AFCONS INFRASTRUCTURE",6650113,25977,EQ,NSE,NSE,True
AVL,"ADITYA VISION",6651905,25984,EQ,NSE,NSE,True
EMULTIMQ,"EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF",6654977,25996,EQ,NSE,NSE,True
EMLTMQINAV,"EDELAMC - EMLTMQINAV",6655745,25999,EQ,NSE,NSE,True
HEXATRADEX,"HEXA TRADEX",6914049,27008,EQ,NSE,NSE,True
ABINFRA,"A B INFRABUILD",6917121,27020,EQ,NSE,NSE,True
TBZ,"TRIB BHIMJI ZAVERI",6921473,27037,EQ,NSE,NSE,True
MASTERTR,"MASTER TRUST",6924033,27047,EQ,NSE,NSE,True
SAGILITY,"SAGILITY",6925313,27052,EQ,NSE,NSE,True
ACMESOLAR,"ACME SOLAR HOLDINGS",6927617,27061,EQ,NSE,NSE,True
SWIGGY,"SWIGGY",6928897,27066,EQ,NSE,NSE,True
VSSL,"VARDHMAN SPC STEEL",6929153,27067,EQ,NSE,NSE,True
LIQUIDPLUS,"MIRAE ASSET NIFTY 1D RATE LIQUID ETF - GROWTH",6931201,27075,EQ,NSE,NSE,True
LIQPLSINAV,"MIRAEAMC - LIQPLSINAV",6931969,27078,EQ,NSE,NSE,True
KPEL,"K.P. ENERGY",6932225,27079,EQ,NSE,NSE,True
KMEW,"KNOWLEDGE MARINE & EN W L",6933505,27084,EQ,NSE,NSE,True
SWANCORP,"SWAN CORP",6936321,27095,EQ,NSE,NSE,True
NIVABUPA,"NIVA BUPA HEALTH INS CO L",6936833,27097,EQ,NSE,NSE,True
SPECIALITY,"SPECIALITY REST",6939393,27107,EQ,NSE,NSE,True
BLACKBUCK,"BLACKBUCK",6948865,27144,EQ,NSE,NSE,True
CINELINE,"CINELINE INDIA",6953217,27161,EQ,NSE,NSE,True
RACLGEAR,"RACL GEARTECH",6955777,27171,EQ,NSE,NSE,True
NTPCGREEN,"NTPC GREEN ENERGY",6957057,27176,EQ,NSE,NSE,True
EIEL,"ENVIRO INFRA ENGINEERS L",6966529,27213,EQ,NSE,NSE,True
RTNINDIA,"RATTANINDIA ENT",6988033,27297,EQ,NSE,NSE,True
SAMPANN,"SAMPANN UTPADAN INDIA",6989569,27303,EQ,NSE,NSE,True
SURAKSHA,"SURAKSHA DIAGNOSTIC",6997505,27334,EQ,NSE,NSE,True
ROSSTECH,"ROSSELL TECHSYS",7002369,27353,EQ,NSE,NSE,True
ODIGMA-BE,"ODIGMA CONSULTANCY SOL L",7059201,27575,EQ,NSE,NSE,True
INNOVANA,"INNOVANA THINKLABS",7105025,27754,EQ,NSE,NSE,True
SAILIFE,"SAI LIFE SCIENCES",7126785,27839,EQ,NSE,NSE,True
VMM,"VISHAL MEGA MART",7160065,27969,EQ,NSE,NSE,True
MOBIKWIK,"ONE MOBIKWIK SYSTEMS",7179777,28046,EQ,NSE,NSE,True
IKS,"INVENTURUS KNOWLEDGE SO L",7200001,28125,EQ,NSE,NSE,True
ANUHPHR,"ANUH PHARMA",7248385,28314,EQ,NSE,NSE,True
IGIL,"INTL GEMOLOGICAL INST",7264769,28378,EQ,NSE,NSE,True
DAMCAPITAL,"DAM CAPITAL ADVISORS",7337473,28662,EQ,NSE,NSE,True
MAMATA,"MAMATA MACHINERY",7343873,28687,EQ,NSE,NSE,True
TRANSRAILL,"TRANSRAIL LIGHTING",7350785,28714,EQ,NSE,NSE,True
CEWATER,"CONCORD ENVIRO SYSTEMS L",7363585,28764,EQ,NSE,NSE,True
SANATHAN,"SANATHAN TEXTILES",7374081,28805,EQ,NSE,NSE,True
VENTIVE,"VENTIVE HOSPITALITY",7384833,28847,EQ,NSE,NSE,True
PROZONER,"PROZONE REALTY",7387905,28859,EQ,NSE,NSE,True
CARRARO,"CARRARO INDIA",7393025,28879,EQ,NSE,NSE,True
SENORES,"SENORES PHARMACEUTICALS L",7395329,28888,EQ,NSE,NSE,True
KITEX,"KITEX GARMENTS",7398145,28899,EQ,NSE,NSE,True
MAYURUNIQ,"MAYUR UNIQUOTERS",7399937,28906,EQ,NSE,NSE,True
ROSSELLIND,"ROSSELL INDIA",7401729,28913,EQ,NSE,NSE,True
DUCON,"DUCON INFRATECHNOLOGIES L",7411713,28952,EQ,NSE,NSE,True
UNIMECH,"UNIMECH AEROSPACE N MFG L",7413761,28960,EQ,NSE,NSE,True
CONSUMER,"MIRAE ASSET NIFTY INDIA NEW AGE CONSUMPTION ETF",7416065,28969,EQ,NSE,NSE,True
CONSUMINAV,"MIRAEAMC - CONSUMINAV",7416833,28972,EQ,NSE,NSE,True
TVSHLTD,"TVS HOLDINGS",7426049,29008,EQ,NSE,NSE,True
ARSHIYA-BZ,"ARSHIYA",7427841,29015,EQ,NSE,NSE,True
CEREBRAINT-BZ,"CEREBRA INT TECH",7428097,29016,EQ,NSE,NSE,True
ECAPINSURE,"EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF",7428865,29019,EQ,NSE,NSE,True
ECAPININAV,"EDELAMC - ECAPININAV",7430145,29024,EQ,NSE,NSE,True
INDOFARM,"INDO FARM EQUIPMENT",7430401,29025,EQ,NSE,NSE,True
ZUARI,"ZUARI AGRO CHEMICALS",7436801,29050,EQ,NSE,NSE,True
SETL,"STANDARD ENGNG TCNLGY",7443201,29075,EQ,NSE,NSE,True
QUADFUTURE,"QUADRANT FUTURE TEK",7446273,29087,EQ,NSE,NSE,True
DDEVPLSTIK,"DDEV PLASTIKS IND",7449089,29098,EQ,NSE,NSE,True
CARERATING,"CARE RATINGS",7452929,29113,EQ,NSE,NSE,True
PCJEWELLER,"PC JEWELLER",7455745,29124,EQ,NSE,NSE,True
INDUSTOWER,"INDUS TOWERS",7458561,29135,EQ,NSE,NSE,True
NAVKARURB-BE,"NAVKAR URBANSTRUCTURE",7462145,29149,EQ,NSE,NSE,True
CAPINVIT-IV,"CAPITAL INFRA TRUST",7464193,29157,EQ,NSE,NSE,True
SWANDEF-BE,"SWAN DEFENCE N HEVY IND L",7465985,29164,EQ,NSE,NSE,True
LAXMIDENTL,"LAXMI DENTAL",7467777,29171,EQ,NSE,NSE,True
STALLION,"STALLION IND FLUOROCHEM L",7476225,29204,EQ,NSE,NSE,True
SITINET-BZ,"SITI NETWORKS",7477761,29210,EQ,NSE,NSE,True
ONESOURCE,"ONESOURCE SPECL PHARMA L",7481345,29224,EQ,NSE,NSE,True
ITCHOTELS,"ITC HOTELS",7488257,29251,EQ,NSE,NSE,True
DENTA,"DENTA WATER N INFRA SOL L",7489537,29256,EQ,NSE,NSE,True
VMART,"VMART RETAIL",7496705,29284,EQ,NSE,NSE,True
MOHITIND,"MOHIT INDUSTRIES",7532289,29423,EQ,NSE,NSE,True
SUPREME,"SUPREME HOLDIN N HOSP I L",7536385,29439,EQ,NSE,NSE,True
AGARWALEYE,"DR AGARWALS HEALTH CARE L",7539713,29452,EQ,NSE,NSE,True
MOSCHIP,"MOSCHIP TECHNOLOGIES",7541505,29459,EQ,NSE,NSE,True
NEXT30ADD,"DSP BSE SENSEX NEXT 30 ETF",7542785,29464,EQ,NSE,NSE,True
NX30ADINAV,"DSPAMC - NX30ADINAV",7544577,29471,EQ,NSE,NSE,True
PROTEAN,"PROTEAN EGOV TECHNO",7544833,29472,EQ,NSE,NSE,True
MCLOUD,"MAGELLANIC CLOUD",7547393,29482,EQ,NSE,NSE,True
NIBE,"NIBE",7548673,29487,EQ,NSE,NSE,True
ORCHASP,"ORCHASP",7549953,29492,EQ,NSE,NSE,True
GROWWRAIL,"GROWW NIFTY INDIA RAILWAYS PSU ETF",7558913,29527,EQ,NSE,NSE,True
GRRAILINAV,"GROWWAMC - GRRAILINAV",7559681,29530,EQ,NSE,NSE,True
NIFTYIETF,"ICICI PRUDENTIAL NIFTY 50 ETF",7565569,29553,EQ,NSE,NSE,True
NIF100BEES,"NIPPON INDIA ETF NIFTY 100",7571713,29577,EQ,NSE,NSE,True
NATCAPSUQ,"NATURAL CAPSULES",7573249,29583,EQ,NSE,NSE,True
JUBLCPL,"JUBILANT AGRI N CON PRO L",7575041,29590,EQ,NSE,NSE,True
REPCOHOME,"REPCO HOME FINANCE",7577089,29598,EQ,NSE,NSE,True
AJAXENGG,"AJAX ENGINEERING",7583745,29624,EQ,NSE,NSE,True
HEXT,"HEXAWARE TECHNOLOGIES",7594497,29666,EQ,NSE,NSE,True
BAJAJINDEF,"INDEF MANUFACTURING",7597569,29678,EQ,NSE,NSE,True
UNIONGOLD,"UNION GOLD ETF",7599873,29687,EQ,NSE,NSE,True
UNGOLDINAV,"UNIONAMC - UNGOLDINAV",7600641,29690,EQ,NSE,NSE,True
QPOWER-BE,"QUALITY POWER ELEC EQUP L",7606529,29713,EQ,NSE,NSE,True
GUJTHEM,"GUJARAT THEMIS BIOSYN",7611137,29731,EQ,NSE,NSE,True
NIBL,"NRB INDUS. BEARINGS",7611649,29733,EQ,NSE,NSE,True
MSCIINDIA,"KOTAK MSCI INDIA ETF",7618049,29758,EQ,NSE,NSE,True
MSCIININAV,"MSCIINDIA - MSCIININAV",7618817,29761,EQ,NSE,NSE,True
GROWWN200,"GROWW NIFTY 200 ETF",7647233,29872,EQ,NSE,NSE,True
VIVIDHA,"VISAGAR POLYTEX",7648513,29877,EQ,NSE,NSE,True
GRN200INAV,"GROWWAMC - GRN200INAV",7656193,29907,EQ,NSE,NSE,True
NIFTY100EW,"KOTAK NIFTY 100 EQUAL WEIGHT ETF",7665665,29944,EQ,NSE,NSE,True
NIF100INAV,"KOTAKMAMC - NIF100INAV",7668737,29956,EQ,NSE,NSE,True
JUSTDIAL,"JUSTDIAL",7670273,29962,EQ,NSE,NSE,True
AONETOTAL,"ANGEL ONE NIFTY TOTAL MARKET ETF",7673601,29975,EQ,NSE,NSE,True
AONETOINAV,"AONEAMC - AONETOINAV",7674369,29978,EQ,NSE,NSE,True
ATULAUTO,"ATUL AUTO",7685889,30023,EQ,NSE,NSE,True
ROADSTAR-IV,"ROADSTAR INFRA INVT TRUST",7693057,30051,EQ,NSE,NSE,True
MOCAPITAL,"MOTILAL OSWAL NIFTY CAPITAL MARKET ETF",7696641,30065,EQ,NSE,NSE,True
MOCAPIINAV,"MOTILALAMC - MOCAPIINAV",7697409,30068,EQ,NSE,NSE,True
ORIENTCEM,"ORIENT CEMENT",7702785,30089,EQ,NSE,NSE,True
GOLD360,"360 ONE GOLD ETF",7706881,30105,EQ,NSE,NSE,True
ABFRL,"ADITYA BIRLA FASHION & RT",7707649,30108,EQ,NSE,NSE,True
SELECTIPO,"MIRAE ASSET BSE SELECT IPO ETF",7707905,30109,EQ,NSE,NSE,True
EQUAL200,"MIRAE ASSET BSE 200 EQUAL WEIGHT ETF",7710977,30121,EQ,NSE,NSE,True
EQU200INAV,"MIRAEAMC - EQU200INAV",7711745,30124,EQ,NSE,NSE,True
SAMMAANCAP,"SAMMAAN CAPITAL",7712001,30125,EQ,NSE,NSE,True
GLD360INAV,"360ONEAMC - GLD360INAV",7712257,30126,EQ,NSE,NSE,True
SELIPOINAV,"MIRAEAMC - SELIPOINAV",7712513,30127,EQ,NSE,NSE,True
PRABHA,"PRABHA ENERGY",7714305,30134,EQ,NSE,NSE,True
CASHIETF,"ICICI PRUDENTIAL BSE LIQUID RATE ETF - GROWTH",7715585,30139,EQ,NSE,NSE,True
CASHIEINAV,"ICICIPRAMC - CASHIEINAV",7717377,30146,EQ,NSE,NSE,True
VALUEAXIS,"AXISAMC-VALUEAXIS",7719681,30155,EQ,NSE,NSE,True
AXISVAINAV,"AXISAMC - AXISVAINAV",7720449,30158,EQ,NSE,NSE,True
CURAA,"CURA TECHNOLOGIES",7728385,30189,EQ,NSE,NSE,True
BHARATSE,"BHARAT SEATS",7742465,30244,EQ,NSE,NSE,True
ISHANCH,"ISHAN DYES N CHEMICALS L",7743745,30249,EQ,NSE,NSE,True
SILVERCASE,"ZERODHA SILVER ETF",7750145,30274,EQ,NSE,NSE,True
SILCASINAV,"ZERODHAAMC - SILCASINAV",7751681,30280,EQ,NSE,NSE,True
SBIBPB,"SBI BSE PSU BANK ETF",7754241,30290,EQ,NSE,NSE,True
SBIBPBINAV,"SBIAMC - SBIBPBINAV",7755009,30293,EQ,NSE,NSE,True
ESSENTIA-BE,"INTEGRA ESSENTIA",7763713,30327,EQ,NSE,NSE,True
NIF100IETF,"ICICI PRUDENTIAL NIFTY 100 ETF",7780353,30392,EQ,NSE,NSE,True
SPECTRUM,"SPECTRUM ELECTRIC IND",7796481,30455,EQ,NSE,NSE,True
MID150,"KOTAK NIFTY MIDCAP 150 ETF",7800065,30469,EQ,NSE,NSE,True
AONELIQUID,"ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH",7800833,30472,EQ,NSE,NSE,True
MID15INAV,"KOTAKMAMC - MID15INAV",7801601,30475,EQ,NSE,NSE,True
AONELIINAV,"AONEAMC - AONELIINAV",7801857,30476,EQ,NSE,NSE,True
FELDVR-BZ,"FUTURE ENTERPRISES",7805697,30491,EQ,NSE,NSE,True
SIL360INAV,"360ONEAMC - SIL360INAV",7807489,30498,EQ,NSE,NSE,True
EVIETFINAV,"ICICIPRAMC - EVIETFINAV",7807745,30499,EQ,NSE,NSE,True
GROWMOINAV,"GROWWAMC - GROWMOINAV",7808001,30500,EQ,NSE,NSE,True
MON50EINAV,"MOTILALAMC - MON50EINAV",7808257,30501,EQ,NSE,NSE,True
MONT50INAV,"MOTILALAMC - MONT50INAV",7808513,30502,EQ,NSE,NSE,True
EQUA50INAV,"MIRAEAMC - EQUA50INAV",7808769,30503,EQ,NSE,NSE,True
MINFRAINAV,"MOTILALAMC - MINFRAINAV",7809025,30504,EQ,NSE,NSE,True
GROWSLINAV,"GROWWAMC - GROWSLINAV",7809281,30505,EQ,NSE,NSE,True
AONENFINAV,"AONEAMC - AONENFINAV",7809537,30506,EQ,NSE,NSE,True
MOMGFINAV,"MOTILALAMC - MOMGFINAV",7809793,30507,EQ,NSE,NSE,True
MOPSEINAV,"MOTILALAMC - MOPSE",7812353,30517,EQ,NSE,NSE,True
MOTOURINAV,"MOTILALAMC - MOTOURINAV",7812609,30518,EQ,NSE,NSE,True
SNXT30INAV,"NIPPONAMC - SNXT30INAV",7812865,30519,EQ,NSE,NSE,True
GROWLOINAV,"GROWWAMC - GROWLOINAV",7813121,30520,EQ,NSE,NSE,True
TOPETFINAV,"ICICIPRAMC - TOPETFINAV",7814401,30525,EQ,NSE,NSE,True
MOMIDMINAV,"MOTILALAMC - MOMIDMINAV",7814657,30526,EQ,NSE,NSE,True
GROWWNINAV,"GROWWAMC - GROWWNINAV",7814913,30527,EQ,NSE,NSE,True
INTERNINAV,"MIRAEAMC - INTERNINAV",7815169,30528,EQ,NSE,NSE,True
MOALPHINAV,"MOTILALAMC - MOALPHINAV",7815425,30529,EQ,NSE,NSE,True
QUALITINAV,"KOTAKMAMC - QUALITINAV",7815681,30530,EQ,NSE,NSE,True
GRONIFINAV,"GROWWAMC - GRONIFINAV",7815937,30531,EQ,NSE,NSE,True
LIQGRBINAV,"NIPPONAMC - LIQGRBINAV",7816193,30532,EQ,NSE,NSE,True
MOGOLDINAV,"MOTILALAMC - MOGOLDINAV",7816449,30533,EQ,NSE,NSE,True
GROWWPINAV,"GROWWAMC - GROWWPINAV",7816961,30535,EQ,NSE,NSE,True
SBILIQINAV,"SBIAMC - SBILIQINAV",7817473,30537,EQ,NSE,NSE,True
MOSILVINAV,"MOTILALAMC - MOSILVINAV",7817729,30538,EQ,NSE,NSE,True
LTCASEINAV,"ZERODHAAMC - LTCASEINAV",7817985,30539,EQ,NSE,NSE,True
GRWN50INAV,"GROWWAMC - GRWN50INAV",7818241,30540,EQ,NSE,NSE,True
MGBEESINAV,"NIPPONAMC - MGBEESINAV",7818497,30541,EQ,NSE,NSE,True
ELM250INAV,"EDELAMC - ELM250INAV",7818753,30542,EQ,NSE,NSE,True
AOGOLDINAV,"AONEAMC - AOGOLDINAV",7819009,30543,EQ,NSE,NSE,True
SML100INAV,"ZERODHAAMC - SML100INAV",7819265,30544,EQ,NSE,NSE,True
GROWWRINAV,"GROWWAMC - GROWWRINAV",7819777,30546,EQ,NSE,NSE,True
ELIQUIINAV,"EDELAMC - ELIQUIINAV",7820033,30547,EQ,NSE,NSE,True
FLEXIAINAV,"DSPAMC - FLEXIAINAV",7820289,30548,EQ,NSE,NSE,True
MOY100INAV,"MOTILALAMC - MOY100INAV",7820545,30549,EQ,NSE,NSE,True
MOENERINAV,"MOTILALAMC - MOENERINAV",7821057,30551,EQ,NSE,NSE,True
MOME30INAV,"KOTAKMAMC - MOME30INAV",7821313,30552,EQ,NSE,NSE,True
NIFTYCINAV,"ZERODHAAMC - NIFTYCINAV",7822593,30557,EQ,NSE,NSE,True
GRO250INAV,"GROWWAMC - GRO250INAV",7825921,30570,EQ,NSE,NSE,True
CHGOLDINAV,"CHOICEAMC - CHGOLDINAV",7826177,30571,EQ,NSE,NSE,True
ENERGYINAV,"MIRAEAMC - ENERGYINAV",7826433,30572,EQ,NSE,NSE,True
SMALL2INAV,"MIRAEAMC - SMALL2INAV",7826689,30573,EQ,NSE,NSE,True
GRW150INAV,"GROWWAMC - GRW150INAV",7826945,30574,EQ,NSE,NSE,True
CHEMINAV,"KOTAKMAMC - CHEMINAV",7827201,30575,EQ,NSE,NSE,True
MOIPOINAV,"MOTILALAMC - MOIPOINAV",7827457,30576,EQ,NSE,NSE,True
AONE50INAV,"AONEAMC - AONE50INAV",7827713,30577,EQ,NSE,NSE,True
ESENSEINAV,"EDELAMC - ESENSEINAV",7827969,30578,EQ,NSE,NSE,True
ENIFTYINAV,"EDELAMC - ENIFTYINAV",7828225,30579,EQ,NSE,NSE,True
MOSERVINAV,"MOTILALAMC - MOSERVINAV",7828481,30580,EQ,NSE,NSE,True
MSCIADINAV,"DSPAMC - MSCIADINAV",7828737,30581,EQ,NSE,NSE,True
MOMNCINAV,"MOTILALAMC - MOMNCINAV",7828993,30582,EQ,NSE,NSE,True
GRCAPMINAV,"GROWWAMC - GRCAPMINAV",7829249,30583,EQ,NSE,NSE,True
SILBNDINAV,"BANDHANAMC - SILBNDINAV",7829505,30584,EQ,NSE,NSE,True
GOLDBDINAV,"BANDHANAMC - GOLDBDINAV",7829761,30585,EQ,NSE,NSE,True
MIDADDINAV,"DSPAMC - MIDADDINAV",7830273,30587,EQ,NSE,NSE,True
SMAADDINAV,"DSPAMC - SMAADDINAV",7830529,30588,EQ,NSE,NSE,True
DIVIDEINAV,"MIRAEAMC - DIVIDEINAV",7830785,30589,EQ,NSE,NSE,True
TOP20INAV,"MIRAEAMC - TOP20INAV",7831041,30590,EQ,NSE,NSE,True
GRWMTLINAV,"GROWWAMC - GRWMTLINAV",7831297,30591,EQ,NSE,NSE,True
TWCGLDINAV,"WEALTH - TWCGLDINAV",7832577,30596,EQ,NSE,NSE,True
NEXT50INAV,"DSPAMC - NEXT50INAV",7832833,30597,EQ,NSE,NSE,True
NEXT5EINAV,"KOTAKMAMC - NEXT5EINAV",7833089,30598,EQ,NSE,NSE,True
GRWCHEINAV,"GROWWAMC - GRWCHEINAV",7833345,30599,EQ,NSE,NSE,True
GROWWEINAV,"GROWWAMC - GROWWEINAV",7833857,30601,EQ,NSE,NSE,True
HLTCREINAV,"MIRAEAMC - HLTCREINAV",7834113,30602,EQ,NSE,NSE,True
INFRAINAV,"MIRAEAMC - INFRAINAV",7834369,30603,EQ,NSE,NSE,True
